unit,segment,start_ms,duration_ms,center_hz,width_hz,peak_level,seed
ㅓ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,6739307853919090691
ㅓ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,15385316456341965076
ㅓ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,9936749078032294396
ㅓ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,15223203757864191419
ㅓ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,7333748129115973387
ㅓ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,14192264205234024251
ㅓ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,5442058919204846200
ㅓ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,18442995411744882041
ㅓ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,14469475240995959324
ㅓ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,13442036372142144203
ㅔ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,17674379825479499552
ㅔ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,13611228054600813101
ㅔ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,13147625045918312411
ㅔ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,5509012129537458420
ㅔ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,9785515065609882749
ㅔ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,11220211167515445075
ㅔ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,11367635793111790657
ㅔ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,13822072467162180324
ㅔ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,12361246232940100234
ㅔ-ㅂ,burst,18.0,22.0,900,700,0.06498,13124191564183990260
ㅔ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,6095905033081930740
ㅔ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,5469691825801731284
ㅔ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,12726359728368446109
ㅔ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,9453671546356332719
ㅔ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,15342948882021139864
ㅔ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,5516164230938368180
ㅔ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,7573241766078339667
ㅔ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,2160154909578723381
ㅔ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,6390553936260595014
ㅔ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,17220766450154246319
ㅔ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,11267983883699405128
ㅔ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,13717176231170561216
ㅔ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,3705840897434268636
ㅔ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,12029898987199606495
ㅔ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,1748001989053960894
ㅕ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,163956283692363789
ㅕ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,15406190259197785751
ㅕ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,15732898670990656007
ㅕ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,5683272083284107394
ㅕ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,8944839769633596184
ㅕ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,5205004574862478624
ㅕ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,5229352033417966112
ㅕ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,16264034325920636007
ㅕ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,4227938294148472903
ㅕ-ㅂ,burst,18.0,22.0,900,700,0.06498,3942575514989733603
ㅕ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,7648209732483483624
ㅕ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,6457242120232386963
ㅕ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,18033849746022377630
ㅕ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,6980012356958874138
ㅕ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,17414001696716476383
ㅕ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,12657944463866299185
ㅕ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,16471069092611829784
ㅕ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,16941251363197724541
ㅕ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,12662384785307060199
ㅕ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,11419177489709617474
ㅕ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,8410096270532294556
ㅕ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,6226126923463854247
ㅕ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,1813069360691832130
ㅕ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,6580849321244966307
ㅕ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,3898789983957897347
ㅖ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,5358542260607052857
ㅖ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,10458484213987369588
ㅖ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,697789311739664924
ㅖ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,15014412102757992142
ㅖ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,14581337748728753731
ㅖ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,3690947602871227412
ㅖ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,8192061078307813870
ㅖ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,412882661635703428
ㅖ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,3248610457809915395
ㅖ-ㅂ,burst,18.0,22.0,900,700,0.06498,2623366014842155453
ㅖ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,10221713066624616173
ㅖ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,5507339926854385880
ㅖ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,1417855328013771268
ㅖ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,2875776388255879764
ㅖ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,12740213949960118254
ㅖ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,4251553054003695423
ㅖ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,17902841363001877841
ㅖ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,3854433918464924263
ㅖ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,13310927455931352766
ㅖ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,15971814682579500173
ㅖ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,11462598908187344270
ㅖ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,531976557864197274
ㅖ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,1556566220568713626
ㅖ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,9598944561676649510
ㅖ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,9777770505858141449
ㅗ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,11688964305366478597
ㅗ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,10579933436308968790
ㅗ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,13664748578780274553
ㅗ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,16950953568686599148
ㅗ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,17584581187990185970
ㅗ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,12262020127681661765
ㅗ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,6368644712896981239
ㅗ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,11817335656562094077
ㅗ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,12750127062542372492
ㅗ-ㅂ,burst,18.0,22.0,900,700,0.06498,4308003107969299244
ㅗ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,3384974982437956793
ㅗ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,4622780904973615936
ㅗ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,6344036068736651302
ㅗ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,10134883715346085555
ㅗ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,3346173385527649866
ㅗ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,848448021511880538
ㅗ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,3056121949105091784
ㅗ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,4645742116827817490
ㅗ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,16691434232845353207
ㅗ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,11257610617799532029
ㅗ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,7604605637637003
ㅗ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,14904774576753595412
ㅗ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,1832536253483721284
ㅗ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,12401186852069356675
ㅗ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,8968277489776712299
ㅘ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,6609446369683923341
ㅘ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,6299143497545408685
ㅘ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,14220019562650379278
ㅘ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,13335172331030878179
ㅘ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,16501569003462806177
ㅘ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,17185138443383718245
ㅘ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,11535037658548515104
ㅘ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,9296759208835256861
ㅘ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,15006015925465170664
ㅘ-ㅂ,burst,18.0,22.0,900,700,0.06498,11648074208732063287
ㅘ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,13149183813100034179
ㅘ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,8277779501505138419
ㅘ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,9768774396073810985
ㅘ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,17852751403378511897
ㅘ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,14752374095997049664
ㅘ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,12540445157143736930
ㅘ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,8945835954882373573
ㅘ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,12889716073003419472
ㅘ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,10275697567449541975
ㅘ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,3293734707270338732
ㅘ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,7294189072702489446
ㅘ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,1176267741490572030
ㅘ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,17646096400140007731
ㅘ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,3747221091977490819
ㅘ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,8497430023902056485
ㅙ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,4602769488630330078
ㅙ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,1354046982478280101
ㅙ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,15162125435457842902
ㅙ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,6959361597991630276
ㅙ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,14560133723821948751
ㅙ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,16175671523040044541
ㅙ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,17506421448760961951
ㅙ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,11646551696683016007
ㅙ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,2706457766355779780
ㅙ-ㅂ,burst,18.0,22.0,900,700,0.06498,6446726635513236985
ㅙ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,1348015459072727979
ㅙ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,14595053916628696390
ㅙ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,4484671375365839687
ㅙ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,17889512692664227044
ㅙ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,5614129474487251548
ㅙ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,4798960162461691719
ㅙ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,15830516799442936619
ㅙ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,13280449507649667540
ㅙ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,15441326376838348661
ㅙ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,15157134513873927307
ㅙ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,5945257024163625892
ㅙ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,3412082354745239279
ㅙ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,16857459052861220945
ㅙ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,3614824781017638078
ㅙ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,9734993522094467385
ㅚ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,11561678957211621103
ㅚ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,453214401645763581
ㅚ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,7019022890532284699
ㅚ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,10923335653393568903
ㅚ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,17764225919586060030
ㅚ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,1866864154015923103
ㅚ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,16187635924558569576
ㅚ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,15344877226448086577
ㅚ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,18122461296335970847
ㅚ-ㅂ,burst,18.0,22.0,900,700,0.06498,1407260333294569756
ㅚ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,8229269186940748331
ㅚ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,11725039125481007263
ㅚ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,2016763243947498825
ㅚ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,14432762199811162791
ㅚ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,2577155762343430493
ㅚ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,8996897982762877878
ㅚ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,11775674124457348412
ㅚ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,6814425909279443342
ㅚ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,2104627407056628534
ㅚ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,1191919307799592956
ㅚ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,15433431130592815262
ㅚ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,7671289394985889995
ㅚ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,6910654622744147946
ㅚ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,14741668597011230240
ㅚ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,7400075604751139353
ㅛ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,1494929770838953052
ㅛ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,13246550556687100298
ㅛ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,9763475317646143371
ㅛ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,14777413678578582025
ㅛ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,1577471670206043475
ㅛ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,6540065782707132664
ㅛ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,8469149359229515232
ㅛ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,11926805917179873132
ㅛ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,3520193354137160588
ㅛ-ㅂ,burst,18.0,22.0,900,700,0.06498,9326353823235015533
ㅛ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,8885577197042185973
ㅛ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,7373776732681369972
ㅛ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,15767622913086687499
ㅛ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,1032839473958627915
ㅛ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,5510044721779211980
ㅛ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,59940273360280666
ㅛ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,15709540045136930454
ㅛ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,6034280926440431963
ㅛ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,11111020608050865788
ㅛ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,6744416810987190319
ㅛ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,3727918901920953909
ㅛ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,8502611049154748131
ㅛ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,3890826422756258852
ㅛ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,17486485673386869887
ㅛ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,12040444544888307621
ㅜ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,1720683186069874250
ㅜ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,5325363443802988834
ㅜ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,1479220283510104834
ㅜ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,10643160812926601877
ㅜ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,916059081725403152
ㅜ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,7439825040989523764
ㅜ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,3931799486118378470
ㅜ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,6401815476379597605
ㅜ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,13204419857626909193
ㅜ-ㅂ,burst,18.0,22.0,900,700,0.06498,13564822912509649977
ㅜ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,7547886561297050564
ㅜ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,11663487290580814269
ㅜ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,8277635334802450359
ㅜ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,7366503829914505004
ㅜ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,2679192726954515309
ㅜ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,15716014812220324150
ㅜ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,1289058922776935634
ㅜ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,12705922519620766037
ㅜ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,509924979924620511
ㅜ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,4174463455858091626
ㅜ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,8380424881897589479
ㅜ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,7773700571004419517
ㅜ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,1946933591958522294
ㅜ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,9548522631237435650
ㅜ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,2234426127445849027
ㅝ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,13530629524228875005
ㅝ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,16160321140448112523
ㅝ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,12393422309878956491
ㅝ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,11878405270685832137
ㅝ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,225473217531252170
ㅝ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,15160006401863623523
ㅝ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,17374457462638090913
ㅝ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,17823150103001642142
ㅝ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,1802671651386267443
ㅝ-ㅂ,burst,18.0,22.0,900,700,0.06498,10621511219597288774
ㅝ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,6102832364644418909
ㅝ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,3144123379614706263
ㅝ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,18231234141644899579
ㅝ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,7023230007618490781
ㅝ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,14895759432474230714
ㅝ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,1157301051323596008
ㅝ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,10764139512372787544
ㅝ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,9102285498178734288
ㅝ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,2250774935129522098
ㅝ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,7490989318564896053
ㅝ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,34002360235844821
ㅝ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,16416554186963767087
ㅝ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,9237991637232947908
ㅝ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,5232959793165336946
ㅝ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,5132265821554256886
ㅞ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,705591831939593393
ㅞ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,9630506009926558409
ㅞ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,5799206932436849000
ㅞ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,16097309320634081894
ㅞ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,1301074717554667583
ㅞ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,10242632476801722729
ㅞ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,11295843245771158769
ㅞ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,11014619652346322840
ㅞ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,5774518761797400272
ㅞ-ㅂ,burst,18.0,22.0,900,700,0.06498,14441483117680084697
ㅞ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,4394236704118282914
ㅞ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,2071515494725700872
ㅞ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,3020177490384886590
ㅞ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,10211762357617917350
ㅞ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,6626265547824317485
ㅞ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,1383410800618549237
ㅞ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,13750739875471377350
ㅞ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,7146841357169814277
ㅞ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,2613903806699975377
ㅞ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,6740436336566831533
ㅞ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,13811315315518593453
ㅞ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,11990446182859308270
ㅞ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,13651123196955181040
ㅞ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,15865644878694952340
ㅞ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,2393069383257713456
ㅟ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,14156345218398285701
ㅟ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,6957670986752631657
ㅟ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,4639080952688918284
ㅟ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,54251076591871370
ㅟ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,985347619808637191
ㅟ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,12851327724372200799
ㅟ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,11847053601806365921
ㅟ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,5796668265468491663
ㅟ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,15509413489621355641
ㅟ-ㅂ,burst,18.0,22.0,900,700,0.06498,5929716990492103313
ㅟ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,5142430507037428432
ㅟ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,11088103600741561946
ㅟ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,4916368969716043848
ㅟ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,1774152414666954211
ㅟ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,4694570947146684154
ㅟ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,7943201177061579949
ㅟ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,8155147162530149517
ㅟ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,11652071922147237170
ㅟ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,4617203998145654946
