alias,syllable,onset,vowel,variant,file,duration_s,peak,rms,crest_db,zero_crossing_rate,spectral_centroid_hz,energy_ratio_above_4khz
ㅍㅣ,피,ㅍ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅍ\피.wav,0.41798186,0.86090974,0.30380092,9.04737071,0.10492622,3051.6835668,0.30364361
ㅎㅏ,하,ㅎ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\하.wav,0.4555102,0.85995483,0.24939537,10.75174513,0.11400408,2727.61609371,0.17075124
ㅎㅏ,하,ㅎ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\하.wav,0.4555102,0.86206354,0.29390157,9.34674726,0.11166426,2711.48667621,0.16741338
ㅎㅐ,해,ㅎ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\해.wav,0.4555102,0.85995483,0.25269422,10.63760669,0.14098671,2905.1672564,0.22232479
ㅎㅐ,해,ㅎ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\해.wav,0.4555102,0.86532262,0.2957431,9.32526865,0.13929407,2888.70546568,0.21946773
ㅎㅑ,햐,ㅎ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\햐.wav,0.4555102,0.85995483,0.2237377,11.69472944,0.13103002,2969.49181412,0.26238842
ㅎㅑ,햐,ㅎ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\햐.wav,0.4555102,0.86024629,0.26230038,10.31647774,0.12883955,3028.15670829,0.26491729
ㅎㅒ,햬,ㅎ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\햬.wav,0.4555102,0.85995483,0.2349377,11.27045875,0.13541096,2975.59513762,0.23126645
ㅎㅒ,햬,ㅎ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\햬.wav,0.4555102,0.85758668,0.27368972,9.92039083,0.13376811,3033.48604438,0.23910543
ㅎㅓ,허,ㅎ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\허.wav,0.4555102,0.85995483,0.24973914,10.73978051,0.11231145,2602.81482037,0.13005543
ㅎㅓ,허,ㅎ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\허.wav,0.4555102,0.86334053,0.28684893,9.57057793,0.11051924,2584.25165447,0.13018073
ㅎㅔ,헤,ㅎ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\헤.wav,0.4555102,0.85995483,0.27204824,9.99659449,0.14038931,3054.81714246,0.26022234
ㅎㅔ,헤,ㅎ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\헤.wav,0.4555102,0.86564875,0.31798197,8.69878407,0.13939364,3076.70050026,0.26061999
ㅎㅕ,혀,ㅎ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\혀.wav,0.4555102,0.85995483,0.20551558,12.43261766,0.1199781,3087.01467914,0.26692937
ㅎㅕ,혀,ㅎ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\혀.wav,0.4555102,0.85703392,0.24460028,10.89082135,0.11649325,3092.55503283,0.26592988
ㅎㅖ,혜,ㅎ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\혜.wav,0.4555102,0.85995483,0.24938552,10.75208819,0.12445861,3142.35650203,0.2898026
ㅎㅖ,혜,ㅎ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\혜.wav,0.4555102,0.86170709,0.29355483,9.35340878,0.12311445,3172.23742665,0.28989331
ㅎㅗ,호,ㅎ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\호.wav,0.4555102,0.85995483,0.26086609,10.36116038,0.08662319,2448.21113562,0.13735459
ㅎㅗ,호,ㅎ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\호.wav,0.4555102,0.86331857,0.30599055,9.00926143,0.08547817,2407.37412815,0.13451199
ㅎㅘ,화,ㅎ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\화.wav,0.4555102,0.85995483,0.22734866,11.55566468,0.11709066,2338.58184436,0.13220049
ㅎㅘ,화,ㅎ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\화.wav,0.4555102,0.86283654,0.27000952,10.0909892,0.1145517,2313.09028827,0.13012088
ㅎㅙ,홰,ㅎ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\홰.wav,0.4555102,0.85995483,0.21121632,12.19496338,0.10305172,2451.76848225,0.13867668
ㅎㅙ,홰,ㅎ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\홰.wav,0.4555102,0.8661182,0.25255169,10.70453781,0.10190671,2426.32392896,0.13733158
ㅎㅚ,회,ㅎ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\회.wav,0.4555102,0.85995483,0.19705091,12.79794408,0.10952357,2474.29782264,0.16132625
ㅎㅚ,회,ㅎ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\회.wav,0.4555102,0.86446573,0.2370119,11.23955269,0.1082292,2447.28792538,0.1597295
ㅎㅛ,효,ㅎ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\효.wav,0.4555102,0.85995483,0.2583513,10.44529981,0.10185692,2873.01438615,0.25283324
ㅎㅛ,효,ㅎ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\효.wav,0.4555102,0.8605933,0.30177359,9.10233462,0.10046299,2957.95045034,0.25964875
ㅎㅜ,후,ㅎ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\후.wav,0.4555102,0.85995483,0.20342329,12.52149954,0.06810375,2170.41953724,0.10901744
ㅎㅜ,후,ㅎ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\후.wav,0.4555102,0.86323865,0.24469983,10.94994415,0.06680938,2082.76569765,0.09767412
ㅎㅝ,훠,ㅎ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\훠.wav,0.4555102,0.85995483,0.17033652,14.06335766,0.0911037,2346.77271518,0.11735512
ㅎㅝ,훠,ㅎ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\훠.wav,0.4555102,0.86155203,0.20342054,12.53773399,0.08846518,2269.36964481,0.10919675
ㅎㅞ,훼,ㅎ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\훼.wav,0.4555102,0.85995483,0.20906417,12.28392049,0.1199781,2397.70461494,0.14043606
ㅎㅞ,훼,ㅎ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\훼.wav,0.4555102,0.86167899,0.24966324,10.75981792,0.11813611,2345.71822173,0.1330614
ㅎㅟ,휘,ㅎ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\휘.wav,0.4555102,0.85995483,0.19768938,12.76984619,0.10932444,2387.12083969,0.15464562
ㅎㅟ,휘,ㅎ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\휘.wav,0.4555102,0.86305862,0.23506957,11.29687759,0.10713397,2332.97072684,0.14931923
ㅎㅠ,휴,ㅎ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\휴.wav,0.4555102,0.85995483,0.24432706,10.93008129,0.12067506,3084.58820659,0.26786224
ㅎㅠ,휴,ㅎ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\휴.wav,0.4555102,0.85783839,0.28843305,9.46720921,0.11913178,3089.55683929,0.26271221
ㅎㅡ,흐,ㅎ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\흐.wav,0.4555102,0.85995483,0.22369858,11.69624834,0.12555384,2617.43775136,0.19315834
ㅎㅡ,흐,ㅎ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\흐.wav,0.4555102,0.86380215,0.26542697,10.24938449,0.12485687,2567.60577229,0.19108276
ㅎㅢ,희,ㅎ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\희.wav,0.4555102,0.85995483,0.242128,11.00861268,0.11768806,2828.32026591,0.20357081
ㅎㅢ,희,ㅎ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\희.wav,0.4555102,0.86156109,0.28381503,9.64501356,0.11619455,2806.55073559,0.19905398
ㅎㅣ,히,ㅎ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅎ\히.wav,0.4555102,0.85995483,0.22398508,11.68513096,0.13809927,3036.54983631,0.29005047
ㅎㅣ,히,ㅎ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅎ\히.wav,0.4555102,0.86143932,0.2665891,10.18764612,0.13506248,3056.83502361,0.29263077
