alias,syllable,onset,vowel,variant,file,duration_s,peak,rms,crest_db,zero_crossing_rate,spectral_centroid_hz,energy_ratio_above_4khz
ㅃㅓ,뻐,ㅃ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뻐.wav,0.41,0.86536238,0.30728099,8.99324632,0.08899336,2715.81857443,0.15431248
ㅃㅔ,뻬,ㅃ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뻬.wav,0.41,0.85995483,0.25421066,10.58563764,0.14336283,3160.37249361,0.28143699
ㅃㅔ,뻬,ㅃ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뻬.wav,0.41,0.8584896,0.29925124,9.15398156,0.14673673,3149.10542742,0.27764582
ㅃㅕ,뼈,ㅃ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뼈.wav,0.41,0.85995483,0.2750645,9.90082208,0.09646018,2890.46030525,0.26056105
ㅃㅕ,뼈,ㅃ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뼈.wav,0.41,0.8573753,0.32204134,8.50518677,0.09911504,2928.38810959,0.25891228
ㅃㅖ,뼤,ㅃ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뼤.wav,0.41,0.85995483,0.19464768,12.90452843,0.11327434,3146.78508181,0.27707362
ㅃㅖ,뼤,ㅃ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뼤.wav,0.41,0.86040605,0.23487606,11.27729412,0.1159292,3119.74507123,0.27046748
ㅃㅗ,뽀,ㅃ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뽀.wav,0.41,0.85995483,0.30307964,9.05837767,0.06316372,2384.46718911,0.14625385
ㅃㅗ,뽀,ㅃ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뽀.wav,0.41,0.86439387,0.35274082,7.7851191,0.06681416,2308.55598017,0.14024135
ㅃㅘ,뽜,ㅃ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뽜.wav,0.41,0.85995483,0.24027902,11.07519567,0.10132743,2355.80398171,0.13406133
ㅃㅘ,뽜,ㅃ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뽜.wav,0.41,0.86605612,0.28398781,9.6849266,0.10459071,2325.65971128,0.13081438
ㅃㅙ,뽸,ㅃ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뽸.wav,0.41,0.85995483,0.24618697,10.86421167,0.09137168,2445.54841216,0.14863897
ㅃㅙ,뽸,ㅃ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뽸.wav,0.41,0.86233316,0.29030988,9.45626537,0.09446903,2434.28025844,0.15005823
ㅃㅚ,뾔,ㅃ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뾔.wav,0.41,0.85995483,0.23557656,11.24687142,0.0920354,2529.80257048,0.16789623
ㅃㅚ,뾔,ㅃ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뾔.wav,0.41,0.86383397,0.27742937,9.8655569,0.09518805,2497.70902352,0.16687113
ㅃㅛ,뾰,ㅃ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뾰.wav,0.41,0.85995483,0.2589813,10.4241448,0.11161504,2950.70148523,0.24888696
ㅃㅛ,뾰,ㅃ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뾰.wav,0.41,0.86219949,0.29819059,9.22227646,0.11471239,2964.38641178,0.25256021
ㅃㅜ,뿌,ㅃ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뿌.wav,0.41,0.85995483,0.33402588,8.21391038,0.07179204,2379.43874118,0.12293371
ㅃㅜ,뿌,ㅃ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뿌.wav,0.41,0.86477719,0.37861321,7.17416921,0.07538717,2345.32951836,0.12131457
ㅃㅝ,뿨,ㅃ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뿨.wav,0.41,0.85995483,0.24750499,10.81783365,0.08030973,2285.95054752,0.1185498
ㅃㅝ,뿨,ㅃ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뿨.wav,0.41,0.86377538,0.28582169,9.60611263,0.08373894,2284.87889842,0.12122037
ㅃㅞ,쀄,ㅃ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\쀄.wav,0.41,0.85995483,0.24548054,10.88917138,0.1005531,2387.81978796,0.1557027
ㅃㅞ,쀄,ㅃ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\쀄.wav,0.41,0.86505266,0.2909911,9.4632568,0.1039823,2378.38320537,0.15793852
ㅃㅟ,쀠,ㅃ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\쀠.wav,0.41,0.85995483,0.30096274,9.11925813,0.07566372,2618.09949181,0.18281032
ㅃㅟ,쀠,ㅃ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\쀠.wav,0.41,0.86193403,0.35159444,7.78864058,0.07870575,2621.87678711,0.1837668
ㅃㅠ,쀼,ㅃ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\쀼.wav,0.41,0.85995483,0.26730205,10.14946702,0.08075221,3033.20887835,0.26603957
ㅃㅠ,쀼,ㅃ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\쀼.wav,0.41,0.86197991,0.31421103,8.7655144,0.08246681,3032.60932251,0.26238405
ㅃㅡ,쁘,ㅃ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\쁘.wav,0.41,0.85995483,0.27669014,9.84963934,0.08263274,2732.39918879,0.19657944
ㅃㅡ,쁘,ㅃ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\쁘.wav,0.41,0.86154397,0.32447408,8.48194867,0.08661504,2694.25564326,0.19105876
ㅃㅢ,쁴,ㅃ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\쁴.wav,0.41,0.85995483,0.23507124,11.26552304,0.10553097,2898.51094969,0.22448645
ㅃㅢ,쁴,ㅃ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\쁴.wav,0.41,0.86289476,0.27818855,9.83237151,0.10785398,2877.72183068,0.22161084
ㅃㅣ,삐,ㅃ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\삐.wav,0.41,0.85995483,0.25763301,10.46948264,0.12876106,3237.71490101,0.30048477
ㅃㅣ,삐,ㅃ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\삐.wav,0.41,0.85940719,0.30321309,9.04902092,0.13030973,3241.0053955,0.2947981
ㅅㅏ,사,ㅅ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\사.wav,0.43678005,0.85995483,0.24346296,10.96085471,0.1228389,2737.70745915,0.18498879
ㅅㅏ,사,ㅅ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\사.wav,0.43678005,0.86376554,0.28358786,9.67416489,0.12159286,2754.30514203,0.18660259
ㅅㅐ,새,ㅅ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\새.wav,0.43678005,0.85995483,0.26244886,10.30861906,0.13675302,3063.8745881,0.23872633
ㅅㅐ,새,ㅅ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\새.wav,0.43678005,0.86488289,0.30445761,9.06860948,0.13602617,3095.58824135,0.24027241
ㅅㅑ,샤,ㅅ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\샤.wav,0.43678005,0.85995483,0.22837193,11.51665836,0.12782306,3064.66677741,0.2734453
ㅅㅑ,샤,ㅅ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\샤.wav,0.43678005,0.85978477,0.26923368,10.08520716,0.12616167,3084.69577782,0.27105286
ㅅㅒ,섀,ㅅ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\섀.wav,0.43678005,0.85995483,0.23123753,11.40834658,0.14090649,3123.20721874,0.27014834
ㅅㅒ,섀,ㅅ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\섀.wav,0.43678005,0.85878575,0.26922817,10.0752865,0.13940086,3140.33187771,0.2676045
ㅅㅓ,서,ㅅ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\서.wav,0.43678005,0.85995483,0.2700267,10.06137861,0.12169669,2536.85254382,0.13338379
ㅅㅓ,서,ㅅ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\서.wav,0.43678005,0.86229455,0.31250001,8.81611195,0.1214371,2475.8493255,0.12083599
ㅅㅔ,세,ㅅ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\세.wav,0.43678005,0.85995483,0.25710931,10.48715677,0.16406209,3200.96863629,0.27773182
ㅅㅔ,세,ㅅ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\세.wav,0.43678005,0.86076385,0.2985232,9.19811862,0.16250454,3228.24955471,0.27878237
ㅅㅕ,셔,ㅅ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\셔.wav,0.43678005,0.85995483,0.25504084,10.55731836,0.15097866,3005.06030898,0.25549392
ㅅㅕ,셔,ㅅ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\셔.wav,0.43678005,0.85865413,0.29603255,9.24957613,0.1491096,3018.77664929,0.25483265
ㅅㅖ,셰,ㅅ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\셰.wav,0.43678005,0.85995483,0.21751096,11.93989006,0.13467629,3329.37970254,0.30058963
ㅅㅖ,셰,ㅅ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\셰.wav,0.43678005,0.86197837,0.25634353,10.53348012,0.13343025,3350.27054523,0.2963584
ㅅㅗ,소,ㅅ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\소.wav,0.43678005,0.85995483,0.25021869,10.72311778,0.09366077,2273.0632755,0.13063522
ㅅㅗ,소,ㅅ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\소.wav,0.43678005,0.86206887,0.28888374,9.49637735,0.09293391,2218.35117088,0.1249759
ㅅㅘ,솨,ㅅ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\솨.wav,0.43678005,0.85995483,0.24568021,10.88210938,0.10684803,2360.1751359,0.13480993
ㅅㅘ,솨,ㅅ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\솨.wav,0.43678005,0.86426454,0.2911455,9.4507322,0.10529048,2328.76590363,0.13039232
ㅅㅙ,쇄,ㅅ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\쇄.wav,0.43678005,0.85995483,0.25571518,10.53438268,0.1270962,2390.50370685,0.14695997
ㅅㅙ,쇄,ㅅ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\쇄.wav,0.43678005,0.86320983,0.30045033,9.16687387,0.12533098,2379.23954786,0.15027915
ㅅㅚ,쇠,ㅅ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\쇠.wav,0.43678005,0.85995483,0.25095912,10.69745308,0.12107367,2507.11638144,0.16466788
ㅅㅚ,쇠,ㅅ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\쇠.wav,0.43678005,0.86307127,0.29561519,9.3063982,0.11806241,2449.97692734,0.15668032
ㅅㅛ,쇼,ㅅ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\쇼.wav,0.43678005,0.85995483,0.26976587,10.06977292,0.12242355,2866.20426338,0.24241487
ㅅㅛ,쇼,ㅅ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\쇼.wav,0.43678005,0.86225355,0.31431958,8.76527116,0.12008722,2878.86959973,0.24249826
ㅅㅜ,수,ㅅ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\수.wav,0.43678005,0.85995483,0.26210539,10.3199937,0.10009864,2235.12722483,0.11428738
ㅅㅜ,수,ㅅ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\수.wav,0.43678005,0.86334829,0.3028353,9.09959066,0.09796999,2182.34984967,0.11525817
ㅅㅝ,숴,ㅅ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\숴.wav,0.43678005,0.85995483,0.26536358,10.21268654,0.12522714,2236.25480587,0.11584325
ㅅㅝ,숴,ㅅ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\숴.wav,0.43678005,0.86391703,0.30713428,8.98287486,0.12387726,2200.59411996,0.10925824
ㅅㅞ,쉐,ㅅ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\쉐.wav,0.43678005,0.85995483,0.23518122,11.26146011,0.12969212,2285.2462267,0.13920878
ㅅㅞ,쉐,ㅅ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\쉐.wav,0.43678005,0.86380434,0.27712069,9.87492873,0.12782306,2244.77751818,0.13389958
ㅅㅟ,쉬,ㅅ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\쉬.wav,0.43678005,0.85995483,0.23719832,11.18728049,0.11588183,2530.21901722,0.16020831
ㅅㅟ,쉬,ㅅ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\쉬.wav,0.43678005,0.86357194,0.27882439,9.81935536,0.11349359,2493.39781743,0.15702782
ㅅㅠ,슈,ㅅ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\슈.wav,0.43678005,0.85995483,0.23410731,11.30121318,0.11899694,3009.57593985,0.27204391
ㅅㅠ,슈,ㅅ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\슈.wav,0.43678005,0.85995097,0.27559284,9.88411519,0.1163491,2986.1825781,0.26337308
ㅅㅡ,스,ㅅ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\스.wav,0.43678005,0.85995483,0.26463922,10.23642853,0.12252739,2683.29829612,0.18005155
ㅅㅡ,스,ㅅ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\스.wav,0.43678005,0.86395554,0.31205397,8.84523377,0.12159286,2674.59407967,0.18369358
ㅅㅢ,싀,ㅅ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\싀.wav,0.43678005,0.85995483,0.2095069,12.26554602,0.12636935,2995.99649763,0.23485007
ㅅㅢ,싀,ㅅ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\싀.wav,0.43678005,0.86451169,0.25098629,10.74241729,0.12335808,2961.25639304,0.22954422
ㅅㅣ,시,ㅅ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅅ\시.wav,0.43678005,0.85995483,0.28880352,9.47746315,0.11899694,3068.38966103,0.28620379
ㅅㅣ,시,ㅅ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅅ\시.wav,0.43678005,0.86208932,0.33507319,8.20825181,0.1169202,3109.01891523,0.28686746
ㅆㅏ,싸,ㅆ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\싸.wav,0.4492517,0.85995483,0.25340357,10.61325831,0.12124577,2755.66681123,0.17444889
ㅆㅏ,싸,ㅆ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\싸.wav,0.4492517,0.8614051,0.29668936,9.25810924,0.12053909,2730.66917008,0.17636629
ㅆㅐ,쌔,ㅆ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쌔.wav,0.4492517,0.85995483,0.21498328,12.04141928,0.15769017,3066.19854179,0.22562635
ㅆㅐ,쌔,ㅆ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쌔.wav,0.4492517,0.86460293,0.25657403,10.55208021,0.15526728,3048.39262422,0.22374527
ㅆㅑ,쌰,ㅆ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쌰.wav,0.4492517,0.85995483,0.24164704,11.02588343,0.15254152,2938.82763412,0.23470509
ㅆㅑ,쌰,ㅆ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쌰.wav,0.4492517,0.85626716,0.28332124,9.60660303,0.15001767,2953.15882206,0.2327775
ㅆㅒ,썌,ㅆ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\썌.wav,0.4492517,0.85995483,0.23590609,11.23472992,0.15011862,3052.11078823,0.27555631
ㅆㅒ,썌,ㅆ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\썌.wav,0.4492517,0.86216519,0.27820895,9.82438772,0.1490586,3083.8508626,0.27364547
ㅆㅓ,써,ㅆ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\써.wav,0.4492517,0.85995483,0.24751113,10.8176183,0.12134673,2607.49405537,0.13970123
ㅆㅓ,써,ㅆ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\써.wav,0.4492517,0.86508889,0.28784072,9.55816995,0.12003432,2573.98287432,0.13526524
ㅆㅔ,쎄,ㅆ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쎄.wav,0.4492517,0.85995483,0.20976438,12.25487788,0.14274898,3192.1163152,0.28361056
ㅆㅔ,쎄,ㅆ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쎄.wav,0.4492517,0.85974445,0.24806711,10.79600404,0.13911463,3153.89421351,0.2706913
ㅆㅕ,쎠,ㅆ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쎠.wav,0.4492517,0.85995483,0.22961538,11.4694933,0.15183484,2943.07059283,0.24273876
ㅆㅕ,쎠,ㅆ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쎠.wav,0.4492517,0.85951702,0.26933251,10.07931393,0.14855383,2923.97897564,0.23763393
ㅆㅖ,쎼,ㅆ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쎼.wav,0.4492517,0.85995483,0.1964243,12.82560864,0.14406138,3218.58105694,0.29113677
ㅆㅖ,쎼,ㅆ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쎼.wav,0.4492517,0.8605389,0.23696791,11.20161942,0.14249659,3218.75743499,0.28722686
ㅆㅗ,쏘,ㅆ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쏘.wav,0.4492517,0.85995483,0.21229737,12.15062037,0.11791429,2532.85460847,0.14498419
ㅆㅗ,쏘,ㅆ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쏘.wav,0.4492517,0.86266445,0.25490067,10.58941855,0.11639998,2459.01969234,0.13663966
ㅆㅘ,쏴,ㅆ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쏴.wav,0.4492517,0.85995483,0.24086228,11.05413694,0.12609157,2326.29480741,0.1299016
ㅆㅘ,쏴,ㅆ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쏴.wav,0.4492517,0.86239401,0.28590303,9.58973943,0.12508203,2291.93570348,0.12637698
ㅆㅙ,쐐,ㅆ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쐐.wav,0.4492517,0.85995483,0.22750536,11.54968013,0.14052799,2432.35064425,0.15040505
ㅆㅙ,쐐,ㅆ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쐐.wav,0.4492517,0.86320165,0.26906673,10.12504501,0.13866034,2406.82943976,0.14849546
ㅆㅚ,쐬,ㅆ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쐬.wav,0.4492517,0.85995483,0.20133863,12.61097055,0.14315279,2481.56057137,0.17221795
ㅆㅚ,쐬,ㅆ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쐬.wav,0.4492517,0.86282735,0.23968152,11.12578714,0.14168896,2438.99317001,0.16832679
ㅆㅛ,쑈,ㅆ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쑈.wav,0.4492517,0.85995483,0.21622038,11.99158046,0.12861542,3198.95555907,0.30269483
ㅆㅛ,쑈,ㅆ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쑈.wav,0.4492517,0.85762855,0.25722753,10.45963577,0.12674777,3187.43666177,0.29676426
ㅆㅜ,쑤,ㅆ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쑤.wav,0.4492517,0.85995483,0.26943899,10.0803041,0.11730857,2206.83389453,0.11649237
ㅆㅜ,쑤,ㅆ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쑤.wav,0.4492517,0.86359529,0.31108549,8.86861023,0.11660189,2115.44799799,0.1075489
ㅆㅝ,쒀,ㅆ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쒀.wav,0.4492517,0.85995483,0.24762621,10.81358059,0.12922114,2289.35768287,0.11552852
ㅆㅝ,쒀,ㅆ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쒀.wav,0.4492517,0.86405967,0.29178507,9.42961325,0.12856494,2248.95326544,0.11211217
ㅆㅞ,쒜,ㅆ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쒜.wav,0.4492517,0.85995483,0.28654087,9.54578131,0.1244763,2395.84890098,0.14493627
ㅆㅞ,쒜,ㅆ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쒜.wav,0.4492517,0.86091328,0.3331048,8.24757019,0.12387058,2384.48271271,0.14304014
ㅆㅟ,쒸,ㅆ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쒸.wav,0.4492517,0.85995483,0.22136609,11.78729086,0.12972591,2324.12537821,0.15063891
ㅆㅟ,쒸,ㅆ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쒸.wav,0.4492517,0.86415639,0.26402993,10.29878377,0.1275554,2289.14965573,0.14878965
ㅆㅠ,쓔,ㅆ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쓔.wav,0.4492517,0.85995483,0.26797505,10.12762558,0.13134117,3003.64326321,0.26235413
ㅆㅠ,쓔,ㅆ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쓔.wav,0.4492517,0.86695178,0.31293726,8.85075346,0.12851446,3029.32767393,0.26221795
ㅆㅡ,쓰,ㅆ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\쓰.wav,0.4492517,0.85995483,0.24525905,10.89701191,0.10135783,2750.1972371,0.20152985
ㅆㅡ,쓰,ㅆ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\쓰.wav,0.4492517,0.86367917,0.28514216,9.62582016,0.09969209,2744.89942835,0.20356744
ㅆㅢ,씌,ㅆ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\씌.wav,0.4492517,0.85995483,0.22617588,11.60058722,0.14608046,2937.78995152,0.21169667
ㅆㅢ,씌,ㅆ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\씌.wav,0.4492517,0.86533479,0.26846263,10.16600643,0.14279945,2923.66041174,0.21228237
ㅆㅣ,씨,ㅆ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅆ\씨.wav,0.4492517,0.85995483,0.27134715,10.01900739,0.1484024,3174.58468355,0.3073396
ㅆㅣ,씨,ㅆ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅆ\씨.wav,0.4492517,0.86234391,0.31072665,8.86603996,0.14764525,3258.03613611,0.30867176
ㅇㅏ,아,ㅇ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\아.wav,0.3929932,0.85995483,0.25087168,10.70048023,0.10236584,2746.41259176,0.18066563
ㅇㅏ,아,ㅇ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\아.wav,0.3929932,0.86462257,0.28911207,9.51520682,0.10086555,2727.4226875,0.18809819
ㅇㅐ,애,ㅇ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\애.wav,0.3929932,0.85995483,0.35330765,7.72645206,0.11598384,3050.02686061,0.23824173
ㅇㅐ,애,ㅇ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\애.wav,0.3929932,0.86285614,0.4000005,6.67755716,0.1152337,3082.64448471,0.23766148
ㅇㅑ,야,ㅇ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\야.wav,0.3929932,0.85995483,0.309586,8.8738865,0.1221004,2907.48600979,0.2499788
ㅇㅑ,야,ㅇ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\야.wav,0.3929932,0.84692945,0.35647344,7.51640103,0.12060012,2950.93584122,0.25044682
ㅇㅒ,얘,ㅇ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\얘.wav,0.3929932,0.85995483,0.24626362,10.86150749,0.12394691,3059.50052419,0.26463797
ㅇㅒ,얘,ㅇ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\얘.wav,0.3929932,0.86004908,0.28556468,9.57637484,0.12186959,3075.02944916,0.26586359
ㅇㅓ,어,ㅇ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\어.wav,0.3929932,0.85995483,0.30584248,8.97955684,0.09509521,2662.07450503,0.14651826
ㅇㅓ,어,ㅇ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\어.wav,0.3929932,0.86480282,0.34523651,7.97600754,0.09232545,2683.16107714,0.15471739
ㅇㅔ,에,ㅇ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\에.wav,0.3929932,0.85995483,0.27609164,9.86844764,0.12937103,3244.70075522,0.28315678
ㅇㅔ,에,ㅇ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\에.wav,0.3929932,0.8596483,0.31796371,8.6388652,0.1287363,3256.84539618,0.27170037
ㅇㅕ,여,ㅇ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\여.wav,0.3929932,0.85995483,0.2686535,10.10566281,0.11829198,2900.93477366,0.24334475
ㅇㅕ,여,ㅇ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\여.wav,0.3929932,0.86097972,0.31131063,8.83597949,0.1170225,2910.88621192,0.2425601
ㅇㅖ,예,ㅇ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\예.wav,0.3929932,0.85995483,0.25724863,10.48245144,0.10871321,3264.3596059,0.29864558
ㅇㅖ,예,ㅇ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\예.wav,0.3929932,0.85928388,0.30170056,9.09121095,0.10761685,3263.43815062,0.29247055
ㅇㅗ,오,ㅇ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\오.wav,0.3929932,0.85995483,0.33961354,8.06981289,0.08424697,2353.14870843,0.13266033
ㅇㅗ,오,ㅇ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\오.wav,0.3929932,0.86217912,0.38769079,6.94224047,0.08424697,2293.65420198,0.122364
ㅇㅘ,와,ㅇ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\와.wav,0.3929932,0.85995483,0.30138163,9.10717743,0.10028852,2335.48595821,0.13377451
